20161202 124952032,1.0674,1.06723,0
20161202 124954398,1.06744,1.06725,0
20161202 124954617,1.06745,1.06728,0
20161202 125000642,1.06743,1.06726,0
20161202 125001728,1.0674,1.06723,0
20161202 125001934,1.06742,1.06726,0
20161202 125003545,1.06739,1.06721,0
20161202 125003717,1.06742,1.06726,0
20161202 125005500,1.0674,1.06724,0
20161202 125005804,1.06742,1.06726,0
20161202 125006100,1.06745,1.06728,0
20161202 125013068,1.06742,1.06725,0
20161202 125016275,1.06739,1.06722,0
20161202 125016429,1.06742,1.06725,0
20161202 125024504,1.06741,1.06725,0
20161202 125026192,1.06739,1.06722,0
20161202 125026581,1.06742,1.06725,0
20161202 125030747,1.06738,1.06723,0
20161202 125030890,1.06741,1.06725,0
20161202 125034685,1.06744,1.06728,0
20161202 125042078,1.06742,1.06725,0
20161202 125042272,1.06739,1.06723,0
20161202 125045110,1.06741,1.06725,0
20161202 125103591,1.06739,1.06724,0
20161202 125103813,1.06742,1.06726,0
20161202 125106619,1.06742,1.06725,0
20161202 125112326,1.06742,1.06724,0
20161202 125113620,1.06744,1.06728,0
20161202 125113711,1.06745,1.06728,0
20161202 125114485,1.06742,1.06726,0
20161202 125117400,1.0674,1.06724,0
20161202 125117638,1.06742,1.06726,0
20161202 125126628,1.0674,1.06724,0
20161202 125126934,1.06742,1.06726,0
20161202 125135846,1.06753,1.06733,0
20161202 125142719,1.06746,1.0673,0
20161202 125142891,1.06744,1.06726,0
20161202 125143996,1.06741,1.06725,0
20161202 125152349,1.06744,1.06727,0
20161202 125152438,1.06746,1.0673,0
20161202 125156193,1.06743,1.06727,0
20161202 125201454,1.0674,1.06723,0
20161202 125203654,1.06737,1.06721,0
20161202 125206741,1.06742,1.06726,0
20161202 125210876,1.06739,1.06725,0
20161202 125210922,1.06737,1.06722,0
20161202 125211194,1.06739,1.06725,0
20161202 125211499,1.0674,1.06724,0
20161202 125211779,1.06739,1.06725,0
20161202 125215549,1.06739,1.06725,0
20161202 125224124,1.06741,1.06727,0
20161202 125235327,1.06739,1.06724,0
20161202 125245715,1.06742,1.06726,0
20161202 125311296,1.0674,1.06724,0
20161202 125311608,1.06741,1.06727,0
20161202 125312034,1.06739,1.06723,0
20161202 125315366,1.06741,1.06723,0
20161202 125327602,1.06737,1.06721,0
20161202 125337289,1.06741,1.06723,0
20161202 125337399,1.06742,1.06726,0
20161202 125347463,1.0674,1.06724,0
20161202 125403776,1.06741,1.06727,0
20161202 125417599,1.0674,1.06724,0
20161202 125417687,1.06737,1.06721,0
20161202 125425320,1.06753,1.06731,0
20161202 125425465,1.06757,1.06738,0
20161202 125427901,1.06753,1.06737,0
20161202 125440798,1.06755,1.06739,0
20161202 125442123,1.06757,1.06742,0
20161202 125447093,1.06761,1.06743,0
20161202 125449215,1.06762,1.06746,0
20161202 125457428,1.06761,1.06743,0
20161202 125457683,1.06762,1.06747,0
20161202 125507967,1.06765,1.06749,0
20161202 125510070,1.06768,1.06752,0
20161202 125510217,1.06771,1.06755,0
20161202 125511414,1.06769,1.06752,0
20161202 125512337,1.06766,1.06748,0
20161202 125512473,1.06763,1.06746,0
20161202 125520005,1.06758,1.06741,0
20161202 125521132,1.06755,1.06738,0
20161202 125521247,1.06751,1.06736,0
20161202 125524866,1.06758,1.06741,0
20161202 125526059,1.06762,1.06743,0
20161202 125528402,1.06764,1.06747,0
20161202 125532818,1.06761,1.06744,0
